ID,acousticness_norm,danceability_norm,energy_norm,tempo_norm,valence_norm,instrumentalness_norm,liveness_norm,loudness_norm,speechiness_norm
35,0.775099033,0.552370452,0.446882074,0.370033591,0.398766701,0,0.103327496,0.838288842,0.036393089
37,0.940762692,0.154355017,0.012332518,0.322872628,0.129496403,0.902610442,0.145359019,0.245556922,0.039416847
41,0.001720834,0.613009923,0.544431963,0.678846181,0.349434738,0.25,0.39171045,0.744821433,0.054967603
45,0.710841614,0.213891951,0.407660985,0.832416173,0.313463515,0.604417671,0.099824869,0.736670766,0.045356371
48,0.492968803,0,0.194459166,0,0,0.884538153,0.097489784,0.580698835,0
51,0.865461029,0.381477398,0.253793635,0.380919378,0.037615622,0.954819277,0.060945709,0.699100533,0.049784017
59,1,0.400220507,0.00436762,0.779105388,0.195272354,0.934738956,0.042381786,0.264751983,0.051727862
60,0.725901947,0.278941566,0.108977305,0.524347477,0.091880781,0.643574297,0.050904845,0.529479852,0.038336933
67,0.991967823,0.305402426,0,0.33594851,0,0.906626506,0.079276124,0.226554776,0.056263499
69,0.951806936,0.336273429,0.041999753,0.462706014,0.037410072,0.777108434,0.064798599,0.406207046,0.03488121
72,0.918674204,0.626240353,0.186413815,0.504059068,0.038335046,0.951807229,0.044716871,0.66191613,0.034773218
79,0.932730514,0.314222712,0.348326517,0.787551576,0.04028777,0.663654618,0.084646818,0.655332899,0.050323974
85,0.966867268,0.369349504,0.068549413,0.240379062,0.285714286,0.846385542,0.111500292,0.398104608,0.043844492
86,0.898593761,0.101764057,0.030535127,0.400297557,0.035354573,0.919678715,0.056158786,0.333839736,0.049028078
91,0.078608852,0.783902977,0.777747161,0.473790481,0.909558068,1.61E-06,0.018797431,0.904506981,0.042008639
92,0.000154559,0.443219405,0.948710883,0.7067953,0.378211716,6.94E-06,0.099824869,0.927512117,0.060367171
96,0.960843135,0.340683572,0.281952365,0.489204312,0.105858171,0.272088353,0.061879743,0.734259326,0.033693305
97,0.97690749,0.535832415,0.362405882,0.490419491,0.348406989,0.93373494,0.069819031,0.635800236,0.031101512
101,0.850400696,0.46306505,0.257816311,0.461971362,0.066084275,0.890562249,0.079976649,0.691383925,0.039524838
113,0.193770195,0.275633958,0.680197272,0.443711333,0.034943474,0.846385542,0.167542323,0.697750127,0.042008639
115,0.919678226,0.285556781,0.129090684,0.432594523,0.040904419,0.686746988,0.419731465,0.58653452,0.040064795
117,9.39E-05,0.273428886,1,0.696339215,0.440904419,0,0.585522475,0.925486508,0.19762419
118,0.513049246,0.188533627,0.214572545,0.289092497,0.040390545,0.58935743,0.0813777,0.646241771,0.040172786
119,0.822288075,0.633958104,0.226640573,0.625429125,0.491264132,0,0.107997665,0.736887796,0.039416847
122,0.743974346,0.699007718,0.118028326,0.618475343,0.487153135,0.751004016,0.216579101,0.505799513,0.037904968
137,0.210838572,0.216097023,0.395592958,0.604812664,0.04028777,0.948795181,0.089316988,0.655405242,0.069006479
138,0.215858683,0.579933848,0.494148515,0.415868483,0.204522097,0.865461847,0.055691769,0.760037618,0.034989201
140,0.007985932,0.765159868,0.444870736,0.554542136,0.659815005,0,0.052072388,0.845426704,0.04924406
141,0.3252971,0.485115766,0.270890007,0.582033831,0.04008222,0.930722892,0.158201985,0.674841448,0.040604752
143,0.171681707,0.530319735,0.465989784,0.480388488,0.172661871,0.163654618,0.118505546,0.81513902,0.027645788
144,0.480920537,0.30429989,0.261838986,0.33809702,0.330935252,0,0.151196731,0.716800502,0.051295896
146,0.991967823,0.148842337,0.001048913,0.654075933,0.038232271,0.960843373,0.124343257,0.392751212,0.076457883
155,0.975903468,0.297684675,0.104954629,0.415669804,0.032168551,0.96686747,0.053706947,0.649063156,0.040820734
157,0.569274488,0.220507166,0.191442159,0.554015405,0.040904419,0.740963855,0.100992411,0.589066532,0.039200864
158,0.938754647,0.607497244,0.054771748,0.594047008,0.754367934,0.15562249,0.144191477,0.26687405,0.038012959
164,0.690761171,0.138919515,0.096607577,0.682778186,0.03987667,0.896586345,0.089316988,0.446333406,0.042440605
165,0.973895424,0.467475193,0.252787966,0.601171747,0.036896197,0.920682731,0.086981903,0.670452627,0.037365011
167,0.978915534,0.460859978,0.058191023,0.453659168,0.242548818,0.002881526,0.100992411,0.661289156,0.035529158
168,0.826304164,0.262403528,0.104954629,0.723188667,0.077492292,0.673694779,0.078809107,0.541151221,0.041900648
170,0.498992936,0.701212789,0.2970374,0.554454348,0.071428571,0.97188755,0.12084063,0.654681811,0.037365011
171,0.678712905,0.179713341,0.321173455,0.393930573,0.034840699,0.581325301,0.115002919,0.70001688,0.04287257
174,0.643572129,0.352811466,0.172334449,0.697591358,0.167523124,0.001706827,0.19089317,0.753816104,0.0325054
179,0.61646353,0.441014333,0.471018129,0.497257761,0.150051387,0,0.362521891,0.769852179,0.03574514
180,0.192766173,0.221609702,0.263850324,0.357696981,0.169578623,6.01E-05,0.083362522,0.609298512,0.03574514
182,0.618471574,0.421168688,0.435819716,0.527045821,0.497430627,2.89E-06,0.019848219,0.783886759,0.038444924
187,0.984939667,0.15876516,0.029328324,0.473545597,0.035149024,0.924698795,0.169877408,0.390484458,0.046328294
190,0.788151321,0.487320838,0.239714269,0.712159646,0.195272354,0.580321285,0.100992411,0.647712749,0.120950324
195,0.007664645,0.180815877,0.417717675,0.399502839,0.036382323,0.798192771,0.078809107,0.733849381,0.039524838
198,0.494976847,0.458654906,0.548454639,0.831884821,0.034532374,0.939759036,0.068301226,0.756782175,0.05637149
199,0.936746603,0.208379272,0.180379801,0.473582561,0.058478931,0.579317269,0.269118506,0.590826883,0.035205184
201,0.785139255,0.207276736,0.47001246,0.527406216,0.037718397,0.928714859,0.062813777,0.821408763,0.048272138
203,0.51505729,0.148842337,0.022791476,0.291125496,0.036176773,0.912650602,0.036894337,0.640164942,0.046328294
206,0.959839113,0.93384785,0.054872315,0.564009444,0.042240493,0.907630522,0.074022183,0.472425185,0.074298056
211,0.664656594,0.249173098,0.514261894,0.363278489,0.256937307,0.000618474,0.1255108,0.814849647,0.058315335
212,0.074090752,0.105071665,0.37346824,0.829006279,0.051695786,0.758032129,0.080210158,0.636210181,0.044384449
217,0.610439397,0.169790518,0.16227776,0.347337926,0.034943474,0.880522088,0.077291302,0.584846512,0.044924406
220,0.732930102,0.465270121,0.352349192,0.611364466,0.172661871,0.907630522,0.058260362,0.72808604,0.038012959
227,0.550198066,0.175303197,0.145181387,0.34849766,0.032374101,0.835341365,0.066316404,0.636113724,0.040388769
229,0.97690749,0.282249173,0.016455761,0.514265648,0.108941418,0.054618474,0.078925861,0.335358943,0.043952484
235,0.569274488,0.220507166,0.134119029,0.56457776,0.048406989,0.977911647,0.091652072,0.618461984,0.046328294
236,0.848392652,0.596471885,0.252787966,0.470477616,0.310380267,0.000384538,0.159369527,0.677277002,0.034773218
237,0.015054248,0.584343991,0.492137177,0.41766584,0.079856115,0.953815261,0.081494454,0.671055487,0.038552916
238,0.059632833,0.651598677,0.803894554,0.466665743,0.415210689,6.13E-05,0.19089317,0.873495864,0.078293737
241,0.061942084,0.416758545,0.61482879,0.354573555,0.277492292,0,0.089316988,0.890134799,0.043520518
243,0.942770736,0.509371555,0.090271862,0.452577982,0.034737924,0.829317269,0.103327496,0.486339193,0.039308855
249,0.384534408,0.856670342,0.339275496,0.786798442,0.823227133,0.891566265,0.086981903,0.768140056,0.073866091
250,0.819276009,0.159867696,0.230663249,0.361823046,0.0336074,0.944779116,0.056742557,0.609853143,0.044060475
258,0.691765193,0.379272326,0.484091826,0.794237371,0.164439877,0,0.097489784,0.832187899,0.05075594
261,0.72288988,0.531422271,0.535380942,0.591339423,0.161356629,0.916666667,0.503794513,0.819551954,0.062634989
264,0.921686271,0.670341786,0.612817452,0.577473444,0.166495375,0.880522088,0.070286048,0.778243989,0.036177106
265,0.994979889,0.617420066,0.00707287,0.306724145,0.211716341,0.918674699,0.052772913,0.449420049,0.058099352
267,0.537145778,0.464167585,0.461967109,0.794001728,0.21377184,0,0.084646818,0.895874026,0.037149028
269,0.018166717,0.696802646,0.621868473,0.790628797,0.263103803,0.883534137,0.395213076,0.764643469,0.141468683
275,0.426703339,0.086438809,0.267873,0.38206063,0.047584789,0.956827309,0.086981903,0.697726012,0.035637149
288,0.998995978,0.770672547,0.014947258,0.350854091,0.300102775,0.937751004,0.122008173,0.558200101,0.076349892
295,0.972891401,0.266813671,0.036066306,0.58376188,0.043782117,0.909638554,0.075773497,0.356917215,0.040928726
298,0.887549517,0.81477398,0.729475051,0.536120391,0.697841727,0.147590361,0.068534734,0.924570161,0.043952484
300,0.334333299,0.627342889,0.273907014,0.37615107,0.241521069,0,0.115002919,0.64848441,0.300215983
306,0.961847157,0.30429989,0.042603154,0.293167736,0.08036999,0.921686747,0.080210158,0.324483349,0.040064795
307,0.878513317,0.62954796,0.079511205,0.38155238,0.0663926,0.911646586,0.107997665,0.675034363,0.155507559
309,0.997991956,0.166482911,0.022489775,0.348816471,0.043268243,0.957831325,0.093987157,0.458270033,0.06511879
310,0.906625938,0.141124587,0.211555539,0.384259965,0.078931141,0.023092369,0.07227087,0.682726856,0.0412527
320,0.983935645,0.314222712,0.167306105,0.321541938,0.029188078,0.898594378,0.049970811,0.486773252,0.076025918
321,0.992971845,0.111356119,0.070761885,0.802725143,0.032374101,0.969879518,0.057910099,0.499963828,0.052159827
322,0.80120361,0.190738699,0.11400565,0.535524352,0.039362795,0.93373494,0.098657326,0.373363235,0.058423326
324,0.027403721,0.577728776,0.838087298,0.554306493,0.624871531,0.78815261,0.161704612,0.821167619,0.055075594
328,0.737950213,0.163175303,0.118028326,0.638528109,0.051901336,0.81124498,0.468768243,0.504762594,0.038444924
335,0.095175218,0.727673649,0.930608842,0.508235957,0.751284687,0,0.25627554,0.958378548,0.031965443
338,0.553210133,0.180815877,0.075689663,0.598709045,0.035457348,0.873493976,0.103327496,0.502905785,0.042116631
341,0.003046143,0.399117971,0.525324253,0.485115211,0.295991778,0.914658635,0.217746643,0.79907883,0.03488121
343,0.894577672,0.095038589,0.031741929,0.379038853,0.030215827,0.907630522,0.100992411,0.265861246,0.040064795
348,0.97690749,0.394707828,0.217589552,0.426883643,0.071531346,0.985943775,0.204903678,0.653331404,0.033909287
350,0.386542452,0.116868798,0.207532863,0.343710871,0.034429599,0.761044177,0.069702277,0.620439364,0.0412527
358,0.970883357,0.38368247,0.032445898,0.333786138,0.286742035,0,0.102159953,0.649256071,0.044600432
361,0.991967823,0.074090408,0.131102022,0.335010558,0.031346351,0.875502008,0.045067134,0.39361933,0.052159827
366,0.980923579,0.425578831,0.040390682,0.503906593,0.068550874,0.941767068,0.089316988,0.556825581,0.051511879
368,0.120476576,0.513781698,0.72042403,0.376867241,0.782117163,0.000252008,0,0.919940196,0.060907127
369,0.772086967,0.201764057,0.179374132,0.647357794,0.082733813,0.940763052,0.075656743,0.559960452,0.037580994
377,0.950802914,0.127894157,0.041396351,0.338619131,0.040698869,0.717871486,0.099824869,0.507149919,0.046112311
380,0.021781197,0.075964719,0.555494321,0.308881897,0.018910586,0.754016064,0.095154699,0.800839181,0.057775378
381,0.970883357,0.122381477,0.061811431,0.419490918,0.029804728,0.864457831,0.059778167,0.517591454,0.052051836
389,0.908633982,0.165380375,0.026411884,0.406382694,0.069475848,0.752008032,0.05545826,0.447466782,0.042548596
397,0.913654093,0.930540243,0.382519261,0.500168647,0.248715313,0.529116466,0.064331582,0.684848923,0.078077754
407,0.084231376,0.252480706,0.239714269,0.602179006,0.052517986,0.641566265,0.078108581,0.701729002,0.03488121
411,0.605419286,0.143329658,0.091478665,0.698409178,0.033504625,0.916666667,0.095154699,0.641515349,0.035637149
413,0.365457987,0.359426681,0.214572545,0.485170656,0.04049332,0.852409639,0.088149445,0.611251778,0.038768898
426,0.45481596,0.394707828,0.209544201,0.507612196,0.061356629,0.862449799,0.147694104,0.667679471,0.037257019
427,0.947790847,0.239250276,0.012231952,0.618198116,0.040596095,0.941767068,0.060245184,0.226048373,0.039740821
428,0.439755627,0.620727674,0.737520403,0.748910728,0.75950668,0,0.122008173,0.796233331,0.509719222
429,0.954819002,0.260198456,0.212561208,0.343951134,0.038951696,0.702811245,0.067600701,0.534760906,0.082289417
430,0.026098492,0.547960309,0.445876405,0.499725083,0.126413155,2.39E-06,0.162872154,0.860281174,0.030237581
433,0.979919557,0.137816979,0.145181387,0.342694371,0.091572456,0.88253012,0.095154699,0.667583014,0.038768898
435,0.060235246,0.758544653,0.704333327,0.508337607,0.395683453,0.030220884,0.283129013,0.86064289,0.032181425
441,0.936746603,0.240352811,0.05990066,0.312227105,0.035868448,0.952811245,0.044600117,0.390026285,0.050107991
442,0.960843135,0.222712238,0.120039664,0.356394014,0.339157246,0.917670683,0.092819615,0.52294485,0.037041037
447,0.271079902,0.37045204,0.707350334,0.70128772,0.371017472,6.14E-05,0.091652072,0.850442499,0.050971922
454,0.947790847,0.085667034,0.093791704,0.30075914,0.045529291,0.990963855,0.048569761,0.41626275,0.045032397
463,0.023990046,0.096582139,0.275918352,0.774346321,0.036690647,0.955823293,0.095154699,0.708649835,0.046976242
465,0.920682248,0.381477398,0.126073677,0.649778911,0.040596095,0.208835341,0.051255108,0.519014203,0.041684665
468,0.342365477,0.113561191,0.021785807,0.406110087,0.033915725,0.271084337,0.427904262,0.446863922,0.041792657
472,0.963855202,0.088423374,0.128085015,0.376271202,0.039157246,0.894578313,0.065148862,0.697243724,0.043412527
476,0.863452984,0.27783903,0.358383206,0.336447519,0.119218911,0.898594378,0.132516054,0.755528226,0.041360691
478,0.001198742,0.189636163,0.333241482,0.411155621,0.033504625,0.937751004,0.083479276,0.679278497,0.049460043
486,0.770078922,0.097905182,0.110988643,0.400214389,0.035457348,0.947791165,0.084646818,0.381079843,0.043736501
487,0.448791827,0.643880926,0.70131632,0.369603889,0.448098664,0,0.048336252,0.882225277,0.040604752
491,0.819276009,0.734288864,0.442859398,0.591709059,0.536485098,0.759036145,0.305312318,0.748052762,0.03488121
492,0.969879335,0.156560088,0.276924021,0.308904999,0.056012333,0.927710843,0.06012843,0.677108201,0.049460043
494,0.997991956,0.350606395,0.003150761,0.587582995,0.10688592,0.903614458,0.071803853,0.155754901,0.049136069
501,0.957831069,0.468577729,0.064828438,0.440361504,0.035560123,0.901606426,0.073088149,0.582941474,0.062634989
503,0.975903468,0.501653804,0.165294767,0.554431245,0.074922919,0.902610442,0.072504378,0.631580217,0.038444924
510,0.902609849,0.175303197,0.117022657,0.348557726,0.02651593,0.843373494,0.054173964,0.611830524,0.051943844
512,0.881525384,0.348401323,0.098317214,0.280054891,0.037718397,0.620481928,0.092819615,0.579179628,0.035097192
516,0.897589738,0.125689085,0.082327078,0.429919281,0.056012333,0.767068273,0.064214828,0.336733464,0.050431965
520,0.0010883,0.455347299,0.67215192,0.808750214,0.03946557,0.475903614,0.091652072,0.808386988,0.041144708
523,0.970883357,0.07629548,0.075287395,0.326532027,0.039568345,0.940763052,0.056859311,0.377197425,0.043520518
525,0.909638004,0.518191841,0.17132878,0.599545347,0.039157246,0.901606426,0.112667834,0.724661796,0.036609071
536,0.948794869,0.086108049,0.037273109,0.294202718,0.036690647,0.952811245,0.093987157,0.536786515,0.048596112
539,0.72288988,0.261300992,0.153226739,0.523303254,0.037512847,0.947791165,0.057443082,0.573368058,0.03812095
541,0.011941779,0.486218302,0.612817452,0.62578952,0.162384378,0.607429719,0.332165791,0.608743881,0.045896328
548,0.554214155,0.68246968,0.957761904,0.369811809,0.260020555,0.896586345,0.192060712,0.894595963,0.082073434
551,0.949798891,0.295479603,0.159260753,0.318021152,0.067728674,0.853413655,0.093987157,0.615399455,0.035637149
552,0.992971845,0.178610805,0.032647031,0.253182337,0.074922919,0.945783133,0.093987157,0.390556801,0.042332613
554,0.7690749,0.347298787,0.370451234,0.671656756,0.463514902,2.23E-05,0.395213076,0.788685524,0.031965443
557,0.189754106,0.507166483,0.437831054,0.268305079,0.202466598,0.834337349,0.11033275,0.702573006,0.044384449
563,0.000114398,0.459757442,0.88434807,0.804277615,0.355601233,0.799196787,0.134851138,0.824664207,0.04600432
564,0.629515818,0.374862183,0.253793635,0.480804328,0.038540596,0.858433735,0.192060712,0.683377945,0.034017279
586,0.979919557,0.146637266,0.080114606,0.37492203,0.02651593,0.93373494,0.051371862,0.582652102,0.048164147
587,0.997991956,0.243660419,0.021081838,0.608190215,0.028571429,0.219879518,0.067367192,0.407026936,0.054643629
588,0.215858683,0.203969129,0.810934236,0.636606,0.048509764,0.896586345,0.055691769,0.767537196,0.090820734
591,0.658632461,0.524807056,0.362405882,0.831344228,0.163412127,0.490963855,0.100992411,0.765897417,0.037688985
598,0.879517339,0.29106946,0.110988643,0.370883754,0.034635149,0.913654618,0.111500292,0.472762787,0.054103672
600,0.879517339,0.105733186,0.044513925,0.35135772,0.045220966,0.140562249,0.089316988,0.586389833,0.042764579
603,0.559234266,0.619625138,0.521301577,0.567969172,0.42651593,0.000269076,0.167542323,0.83076515,0.035205184
608,0.961847157,0.180815877,0.117022657,0.360289056,0.067934224,0.786144578,0.173380035,0.609539656,0.039200864
610,0.008146576,0.681367144,0.451910419,0.429591229,0.038540596,0.887550201,0.099824869,0.735585618,0.046652268
611,0.95381498,0.207276736,0.198481842,0.531347463,0.051695786,0.805220884,0.151196731,0.490318069,0.060583153
614,0.938754647,0.306504961,0.019372201,0.383317393,0.075334018,0.906626506,0.073671921,0.256938918,0.037904968
615,0.982931623,0.385887541,0.077298733,0.446058523,0.079136691,0.001034137,0.037945126,0.692324387,0.040388769
620,0.997991956,0.070341786,0.082025377,0.271941376,0.030935252,0.846385542,0.062230006,0.352793653,0.054859611
622,0.47790847,0.713340684,0.369445565,0.51183067,0.70709147,0.780120482,0.192060712,0.727434951,0.046544276
636,0.804215676,0.09106946,0.413694999,0.386986032,0.041109969,0.982931727,0.072154116,0.823603173,0.041360691
637,0.983935645,0.561190739,0.429785702,0.425164835,0.041623844,0.951807229,0.071220082,0.643082785,0.075593952
640,0.973895424,0.168687982,0.117022657,0.359753083,0.095991778,0.948795181,0.132516054,0.574742579,0.042332613
645,0.005455796,0.477398015,0.915523808,0.416275083,0.035971223,0.952811245,0.079509632,0.830379319,0.063390929
650,0.30220459,0.206174201,0.677180265,0.504498011,0.197327852,0.948795181,0.295971979,0.796715619,0.055939525
658,0.954819002,0.214994487,0.054972882,0.813333703,0.035149024,0.84939759,0.085814361,0.508548554,0.057667387
659,0.712849659,0.109702315,0.029630024,0.286435736,0.033299075,0.986947791,0.07227087,0.35711013,0.050431965
672,0.920682248,0.142227122,0.334247151,0.343345855,0.043576567,0.881526104,0.096322242,0.538498638,0.054643629
680,0.972891401,0.282249173,0.018165398,0.291684571,0.03967112,0.937751004,0.059894921,0.433601003,0.037580994
683,0.736946191,0.560088203,0.577619039,0.369049434,0.564234327,0,0.765323993,0.753044443,0.235421166
684,0.947790847,0.575523705,0.080516874,0.474483549,0.119218911,0.280120482,0.093987157,0.5243676,0.036825054
701,0.972891401,0.52370452,0.314133772,0.651183529,0.357656732,0.831325301,0.092819615,0.757119776,0.035205184
702,0.000866411,0.681367144,0.94267687,0.485133693,0.717368962,3.70E-05,0.314652656,0.895488196,0.034989201
705,0.324293078,0.085556781,0.243736945,0.294821858,0.070811922,0.903614458,0.302977233,0.603993344,0.041684665
706,0.997991956,0.310915105,0.021584673,0.303559135,0.04049332,0.93373494,0.095154699,0.383708312,0.037688985
707,0.997991956,0.51598677,0.025305648,0.432548318,0.329907503,0.940763052,0.093987157,0.34729557,0.041036717
712,0.959839113,0.192943771,0.066839776,0.503518475,0.044707091,0.759036145,0.091652072,0.454532301,0.038984881
716,0.30220459,0.254685777,0.135124698,0.299945941,0.037718397,0.077208835,0.086981903,0.584219537,0.045572354
717,0.001269024,0.29106946,0.350337854,0.612662813,0.055909558,0.857429719,0.083479276,0.581976898,0.115550756
728,0.001469828,0.5292172,0.873285712,0.421879693,0.622816033,0.001696787,0.167542323,0.873616436,0.05075594
737,0.13152082,0.690187431,0.427774364,0.483839966,0.424460432,0.521084337,0.252772913,0.735826762,0.036825054
741,0.321281011,0.59536935,0.655055548,0.499323104,0.29290853,0,0.064448336,0.83498517,0.228941685
744,0.458832049,0.077398015,0.33525282,0.35799269,0.034326824,0.812248996,0.092819615,0.802044901,0.049568035
745,0.983935645,0.136714443,0.136130367,0.831219476,0.037410072,0.941767068,0.067016929,0.595312161,0.049028078
748,0.87048114,0.294377067,0.157249415,0.327603972,0.040596095,0,0.093987157,0.683257373,0.061015119
749,0.152605286,0.751929438,0.882336732,0.591607409,0.654676259,0.915662651,0.160537069,0.870867395,0.047408207
760,0.960843135,0.270121279,0.284969372,0.542912456,0.0331963,0.932730924,0.057676591,0.773927512,0.046112311
769,0.784135233,0.422271224,0.309105427,0.60038627,0.237410072,0.462851406,0.73847052,0.770093323,0.036285097
774,0.822288075,0.159867696,0.03043456,0.324078566,0.038540596,0.863453815,0.153531816,0.429622127,0.05161987
779,0.718873792,0.701212789,0.319162117,0.55447745,0.284686536,0,0.051722125,0.851575876,0.043304536
789,0.890561583,0.57662624,0.247759621,0.628252221,0.264131552,0.000876506,0.066433158,0.732378403,0.030453564
795,0.064753346,0.337375965,0.630919493,0.34727324,0.040904419,0.903614458,0.116170461,0.78181292,0.072570194
799,0.816263942,0.701212789,0.539403618,0.318603329,0.378211716,1.83E-05,0.104495038,0.85401143,0.030777538
803,0.900601805,0.148842337,0.008541146,0.385100888,0.042034943,0.009106426,0.100992411,0.41626275,0.04600432
813,0.960843135,0.137816979,0.008883074,0.444741694,0.037615622,0.843373494,0.093987157,0.269213147,0.044600432
825,0.956827047,0.19845645,0.134119029,0.521621409,0.057040082,0.935742972,0.042265032,0.641611806,0.042332613
827,0.875501251,0.263506064,0.124062339,0.442995162,0.035971223,0.105421687,0.023117338,0.66613615,0.045680346
834,0.969879335,0.37045204,0.098518348,0.776176021,0.041418294,0.881526104,0.082311734,0.351539704,0.036393089
836,0.004622458,0.581036384,0.773724485,0.794496117,0.724563207,0,0.062113252,0.797680195,0.054427646
849,0.858432874,0.090959206,0.052157009,0.36747386,0.036382323,0.959839357,0.183887916,0.625141672,0.051943844
857,0.997991956,0.263506064,0.002124979,0.309473315,0.063001028,0.942771084,0.07915937,0.209385324,0.035313175
859,0.94477878,0.601984564,0.153226739,0.679211196,0.048098664,0.925702811,0.102159953,0.572572283,0.046652268
867,0.958835091,0.222712238,0.239714269,0.793123842,0.076156218,0.891566265,0.084646818,0.61016663,0.045896328
872,0.983935645,0.242557883,0.161272091,0.364290368,0.040801644,0.863453815,0.074605954,0.590875112,0.048272138
873,0.93975867,0.564498346,0.239714269,0.145798391,0.190133607,0.93875502,0.093987157,0.600376185,0.063714903
890,0.249995437,0.985667034,0.864234691,0.495760734,0.990750257,0.005993976,0.037945126,0.932937857,0.074946004
892,0.017162695,0.469680265,0.977875283,0.689847479,0.468653649,0.355421687,0.338003503,0.883455111,0.136069114
896,0.420679206,0.524807056,0.299048738,0.632498417,0.040904419,0.814257028,0.207238762,0.622585546,0.043304536
903,0.375498208,0.636163175,0.436825385,0.527281464,0.391572456,0.880522088,0.071920607,0.717499819,0.038444924
907,0.952810958,0.55567806,0.279941028,0.568703824,0.03967112,0.90060241,0.07915937,0.669849767,0.042656587
908,0.046178936,0.797133407,0.669134914,0.526685426,0.12024666,0,0.09048453,0.872145458,0.029589633
911,0.742970324,0.667034179,0.298043069,0.573037809,0.291880781,0.003805221,0.104495038,0.770069208,0.033261339
912,0.054913928,0.490628445,0.882336732,0.623705696,0.243576567,0.000311245,0.06316404,0.895584654,0.14362851
918,0.899597783,0.218302095,0.149204063,0.43143941,0.040904419,0.855421687,0.113835377,0.570426101,0.037688985
919,0.760038701,0.47629548,0.21960089,0.637636361,0.095375128,0.792168675,0.062697023,0.679013239,0.042116631
928,0.88453745,0.366041896,0.044614492,0.552037851,0.03967112,0.929718876,0.059427904,0.32525501,0.043304536
946,0.548190022,0.701212789,0.593709742,0.307708302,0.224049332,0,0.102159953,0.730690395,1
951,0.889557561,0.686879824,0.075488529,0.453224845,0.092189106,0.815261044,0.095154699,0.798210712,0.045788337
978,0.651604306,0.528114664,0.446882074,0.600737424,0.104830421,0.931726908,0.034676007,0.700378596,0.034341253
986,0.914658115,0.208379272,0.24876529,0.62385355,0.037718397,0.795180723,0.119673088,0.687501507,0.038012959
991,0.763050767,0.51047409,0.291003386,0.544825324,0.305241521,0.597389558,0.026269702,0.712194651,0.042980562
1004,0.984939667,0.41786108,0.129090684,0.570076099,0.050154162,0.715863454,0.109165207,0.484048325,0.044276458
1009,0.008849391,0.865490628,0.83607596,0.535935572,0.884892086,1.73E-06,0.069352014,0.822180424,0.142548596
1013,0.317264922,0.2646086,0.598738087,0.320493095,0.086947585,0.838353414,0.076474022,0.816344739,0.084233261
1016,1.79E-06,0.413450937,0.919546484,0.762480998,0.286742035,0.871485944,0.06234676,0.878801032,0.048812095
